Recency,Frequency,Monetary,AvgItemsPerOrder,UniqueCategories,DaysBetweenOrders,ReturnRate,LoyaltyPoints,TargetProductsNext30d,TargetSpendNext30d
134,82,6651.55,12,4,55,0.01,9460,36,3034.02
46,62,7445.83,3,8,52,0.22,6514,5,672.41
62,74,2048.35,2,1,46,0.3,1041,7,751.71
123,56,9715.9,12,5,40,0.23,3321,21,1320.78
72,85,52.78,10,8,33,0.17,7512,34,1689.89
55,90,4437.32,1,6,46,0.22,7790,36,6009.16
308,65,2977.62,9,4,1,0.04,8063,34,2671.61
320,63,4667.73,4,1,31,0.18,4320,29,4310.34
333,35,3270.76,6,4,13,0.07,6231,24,3452.59
255,64,2783.14,3,3,27,0.24,6328,38,3224.06
242,41,5391.92,11,9,26,0.12,8320,12,1363.51
245,31,9528.7,4,7,41,0.24,3907,38,3858.55
312,44,1873.52,1,9,36,0.1,3625,3,272.32
128,17,58.11,12,6,13,0.28,4718,24,2018.25
137,88,7787.77,11,6,24,0.29,1756,26,4427.3
268,10,6848.17,5,5,31,0.05,4233,36,3216.78
298,71,4208.77,12,2,42,0.03,1328,38,5604.11
34,23,3442.04,5,5,46,0.03,4973,29,4450.84
157,79,2888.74,13,7,16,0.16,1160,33,4399.74
190,18,3325.43,9,8,20,0.11,7377,11,656.02
95,74,4466.46,11,5,9,0.19,6316,23,4117.88
229,61,5862.0,12,7,43,0.28,1246,27,2802.59
162,2,749.36,5,9,17,0.25,878,11,2178.28
264,7,2768.16,14,4,28,0.16,6589,37,5884.97
99,34,792.95,3,3,57,0.3,3186,5,333.71
218,26,7162.37,3,7,1,0.06,8030,23,3594.35
283,80,1808.13,12,2,27,0.19,5494,18,2223.85
185,17,8770.38,3,3,42,0.3,7309,15,1967.02
179,57,7650.04,9,2,36,0.29,3212,4,489.49
73,83,7127.85,12,7,17,0.3,1972,7,631.56
138,63,4297.76,7,3,22,0.29,4171,39,5694.81
26,72,5682.77,4,4,33,0.11,3588,36,4947.22
118,63,2401.73,12,8,39,0.04,7978,5,595.0
235,1,2714.15,4,6,10,0.14,708,25,2782.27
295,33,9174.2,10,6,14,0.25,7233,4,384.91
73,70,44.23,11,5,51,0.21,4334,38,3729.24
256,65,1506.24,3,1,20,0.16,8437,23,1670.54
77,64,4016.88,10,2,55,0.06,9528,21,4182.99
172,90,1975.08,12,8,16,0.19,9561,18,2410.41
155,30,3877.85,9,6,31,0.24,9982,16,351.98
87,37,4698.37,12,8,6,0.14,3360,27,4894.27
215,38,4676.06,8,9,58,0.12,7855,19,651.65
262,4,9661.78,6,2,38,0.02,2726,39,5574.92
147,51,7655.98,14,1,51,0.11,3665,10,1388.55
144,85,8354.73,12,2,11,0.22,6241,18,1345.96
320,60,6092.9,8,3,50,0.23,6718,2,303.72
237,34,2295.82,9,2,27,0.07,2392,31,4096.94
147,77,5506.04,5,9,28,0.2,1168,3,508.58
8,59,3869.53,9,6,26,0.18,5245,21,1474.16
12,49,7082.67,13,3,50,0.04,3548,6,416.95
335,20,409.28,10,2,4,0.01,9727,5,548.75
230,5,405.99,4,3,27,0.1,7332,23,996.94
261,62,6809.01,4,6,30,0.26,4114,33,5915.98
239,17,5361.54,11,7,59,0.06,610,29,2763.17
49,48,8756.28,13,3,26,0.05,1805,34,5226.49
260,23,5361.77,12,4,8,0.28,4928,29,2009.09
210,34,2375.97,3,7,56,0.0,544,30,3215.57
94,40,4608.57,13,4,14,0.25,4581,18,607.71
135,78,8029.31,1,3,9,0.19,5912,36,5786.1
215,27,8375.03,7,5,55,0.29,6896,10,667.45
154,90,7795.81,11,1,49,0.2,6960,30,2342.48
288,69,2063.88,9,5,33,0.14,8642,6,248.27
81,14,7278.89,11,5,13,0.04,7260,21,1071.36
37,49,6294.85,9,2,59,0.08,6091,7,171.69
118,64,7921.76,2,6,14,0.07,6992,4,131.02
174,63,7723.27,7,4,6,0.26,9161,15,2847.16
296,63,7298.83,8,9,7,0.05,1313,4,766.2
126,81,1164.09,3,9,32,0.04,3827,22,2965.08
296,19,3078.41,14,3,58,0.14,759,38,4244.24
5,70,5365.55,8,9,8,0.27,7603,16,914.94
10,22,1434.07,2,9,7,0.15,62,37,7081.18
269,62,4153.45,13,1,43,0.08,2098,2,366.02
98,97,1698.45,14,2,23,0.26,1282,13,809.16
177,55,132.75,9,2,33,0.08,3081,6,866.49
348,25,9614.86,8,6,52,0.08,5800,19,1683.71
90,64,6505.53,4,8,55,0.08,6560,3,518.5
337,19,5109.38,9,8,52,0.21,3616,35,3369.36
94,88,4216.3,5,6,34,0.3,8571,21,685.26
252,68,6235.37,4,7,59,0.18,5435,7,1033.05
46,82,880.31,6,8,1,0.18,205,19,1466.18
173,69,7556.0,5,5,46,0.23,9408,1,120.98
47,62,8357.92,5,1,43,0.2,4643,34,5411.95
200,72,9968.42,14,8,4,0.15,595,38,5467.38
286,46,9885.53,11,2,55,0.17,7758,29,2600.49
228,40,9291.17,11,5,50,0.28,4524,38,1797.81
176,16,482.79,13,8,26,0.16,1164,9,1468.24
272,50,1385.99,1,7,44,0.08,4693,27,2362.72
4,29,1567.99,13,6,10,0.13,8792,29,2061.5
253,20,6327.72,9,3,51,0.09,4609,5,823.85
57,23,3867.62,2,4,16,0.1,8841,30,5491.08
307,64,8579.03,6,5,40,0.12,350,30,1282.26
285,66,5427.97,8,5,45,0.25,5872,22,3895.89
51,19,7609.84,1,1,3,0.0,1785,15,962.19
239,34,694.11,8,9,50,0.28,3598,1,122.14
258,79,7676.08,6,4,13,0.1,8543,14,2294.63
241,46,1183.27,3,3,4,0.19,9348,14,1067.07
180,36,6689.08,5,7,22,0.17,5992,25,845.54
110,22,1136.81,8,7,20,0.22,5573,6,1123.42
29,19,5684.21,2,9,4,0.22,2437,36,4934.86
355,34,7916.33,14,9,36,0.15,2623,28,4183.73
158,15,5756.71,11,8,12,0.23,5300,22,3029.65
40,36,3579.09,14,1,58,0.22,140,29,5541.72
67,81,7087.69,8,8,35,0.11,8681,18,2816.64
270,26,3098.25,6,9,16,0.3,5512,23,2969.25
210,34,4616.31,7,1,31,0.01,6519,9,890.23
346,76,4792.67,10,1,36,0.28,8660,32,1546.31
210,77,9550.17,5,4,29,0.0,9180,28,1094.32
144,50,7745.55,9,9,56,0.18,7357,6,1079.35
18,28,6669.74,7,8,59,0.28,1961,0,0.0
279,39,3596.36,4,6,28,0.22,896,6,1022.47
203,72,3701.5,2,7,16,0.16,7705,9,1759.9
2,56,3588.96,7,8,50,0.15,6920,13,2255.99
211,70,4975.3,6,9,44,0.18,1820,12,1625.03
272,40,1087.3,3,2,6,0.05,2901,27,2567.23
48,11,8074.07,11,6,32,0.22,3918,17,2242.17
332,19,2249.37,7,9,2,0.16,2889,23,1430.96
32,41,1599.04,11,7,24,0.11,6648,22,3573.5
85,13,1670.28,8,1,36,0.04,9109,24,1766.94
26,9,9851.59,5,5,25,0.29,696,4,291.08
279,70,5159.17,5,3,47,0.28,8605,22,2968.96
306,37,3552.6,9,2,48,0.11,9259,1,92.01
97,22,2506.91,5,9,28,0.24,2148,26,1345.4
336,42,6938.41,9,2,39,0.09,1062,12,1312.97
281,42,5262.0,13,4,20,0.19,4901,5,568.48
197,14,181.34,1,9,32,0.02,5600,4,636.29
80,78,5964.23,10,5,17,0.18,9636,20,1517.06
11,19,7280.16,8,9,53,0.04,4095,36,778.67
286,46,5871.51,9,9,7,0.2,1822,28,2781.09
268,61,9371.35,2,1,51,0.18,9687,22,3806.08
323,16,5613.36,9,7,43,0.29,8993,38,1233.86
32,34,3810.52,6,2,41,0.11,8632,5,834.4
140,64,7082.85,11,7,27,0.01,5841,2,41.05
190,24,6931.7,13,7,2,0.07,9503,31,3556.42
16,5,9435.08,13,5,48,0.25,8441,15,484.88
47,69,924.43,10,1,20,0.26,2051,6,911.96
15,15,5333.03,2,4,13,0.23,7065,38,3406.56
363,1,2661.98,1,3,48,0.01,1670,19,901.04
213,44,9838.38,12,8,45,0.29,2996,17,3027.99
187,78,9215.86,6,5,17,0.05,4808,24,3377.68
307,43,3119.27,11,1,35,0.12,2156,12,1342.95
15,6,7514.69,11,4,34,0.17,4908,30,693.26
181,13,2591.1,13,3,43,0.18,2590,10,1180.71
204,93,4663.34,2,3,2,0.13,403,6,167.07
106,62,3146.7,2,2,24,0.12,5963,22,1063.22
258,32,5021.41,13,8,23,0.17,5104,26,2028.77
277,47,3614.8,8,3,42,0.22,2006,2,64.96
31,48,3538.52,8,6,47,0.29,2357,26,4608.0
238,17,3810.07,3,9,47,0.18,396,28,2724.65
337,43,5282.08,12,9,47,0.1,6416,17,1153.17
364,9,870.03,1,7,11,0.2,2610,18,364.03
121,50,4836.06,7,4,57,0.04,279,19,884.36
268,64,3146.02,8,5,27,0.03,8595,18,1755.95
197,79,8764.82,2,8,41,0.18,4972,39,7230.72
294,10,2988.53,6,3,31,0.1,4642,3,502.08
52,14,6907.37,13,9,48,0.12,2322,27,1473.9
235,75,7046.38,6,1,25,0.05,9226,17,2922.36
169,65,3647.36,2,2,13,0.06,5370,39,896.53
40,20,8322.23,10,1,47,0.14,4433,23,1593.17
183,14,5114.13,8,3,28,0.3,5432,6,234.94
179,45,358.73,7,5,36,0.06,3894,3,299.84
304,51,3623.99,7,1,32,0.24,4320,15,2066.69
108,5,9292.68,3,9,41,0.15,4909,5,582.33
128,85,5850.93,3,8,57,0.06,2605,4,375.03
301,68,1424.6,6,5,7,0.01,4204,21,1494.56
247,88,5789.11,3,7,6,0.1,5109,4,562.92
241,25,9077.87,9,9,41,0.21,3297,11,1264.93
359,79,771.12,14,2,14,0.14,7235,7,933.97
85,93,5102.09,3,7,2,0.18,3196,35,4388.09
114,42,2332.51,12,5,4,0.19,3489,18,2026.59
359,2,3402.15,14,1,28,0.21,9945,4,590.86
143,65,4772.15,13,2,32,0.11,2259,26,2399.58
276,79,7649.47,12,6,53,0.01,8257,37,6540.01
197,90,4827.21,2,2,10,0.11,8514,26,1200.72
208,32,9617.73,13,6,35,0.23,4101,16,2763.13
233,13,2555.43,9,5,44,0.12,9862,16,3140.83
53,83,3653.07,11,4,20,0.02,2621,34,5495.0
155,94,1190.3,12,5,17,0.16,6422,5,342.02
97,55,5314.06,5,7,49,0.1,2239,8,1199.24
216,94,9138.87,6,4,58,0.22,3096,17,1044.14
345,58,5047.09,13,4,34,0.02,2733,1,70.41
77,65,86.92,10,1,15,0.21,3640,33,4529.0
342,45,3504.64,3,4,42,0.18,9231,11,2085.45
297,5,356.16,2,6,49,0.13,7303,21,1351.23
357,79,4716.03,8,9,58,0.25,8102,37,5686.5
272,71,2109.47,10,6,9,0.23,6141,14,2739.76
190,42,3403.03,12,8,16,0.14,38,20,2623.31
351,12,1928.67,1,6,22,0.06,418,23,577.19
301,99,2755.09,3,6,49,0.28,5773,2,320.03
154,31,9575.26,6,9,57,0.28,8576,12,1416.1
55,93,2428.19,2,2,11,0.14,2137,38,7230.27
273,94,8284.29,3,4,54,0.08,2814,34,3815.76
213,78,4713.24,10,1,28,0.17,8085,38,1873.52
178,85,627.94,2,9,34,0.17,5092,11,1881.97
259,2,7987.51,9,2,16,0.09,1346,36,4146.56
46,41,6300.52,14,7,48,0.05,6925,38,4651.21
200,38,6272.42,6,8,32,0.17,9654,1,35.49
203,49,1464.56,4,2,18,0.14,8845,4,563.17
85,75,2124.46,10,2,42,0.16,9809,16,1861.99
1,40,5865.41,7,5,21,0.11,9296,15,2825.92
300,58,2592.16,14,6,16,0.12,7209,28,1562.39
154,10,5948.19,1,2,7,0.22,5679,7,1210.92
200,48,3436.89,10,5,23,0.03,8787,27,2203.03
277,56,8747.46,10,3,1,0.3,1100,17,2801.57
142,98,8400.06,1,9,42,0.14,470,8,1252.52
49,89,1488.58,4,6,39,0.23,9544,11,1245.77
158,27,1532.61,11,8,33,0.25,3126,38,3761.06
268,86,6263.49,1,4,29,0.15,7072,19,3201.1
119,72,4480.71,3,2,13,0.03,6186,28,4066.03
204,68,7390.33,5,9,27,0.16,908,18,2421.08
96,64,9253.15,9,5,2,0.19,784,37,3750.4
89,45,3403.49,6,9,53,0.09,287,29,2311.95
207,37,7340.46,6,4,5,0.19,6005,16,2451.56
6,76,2595.67,11,6,34,0.26,663,39,4162.63
29,77,9073.97,5,6,57,0.2,71,32,4080.03
50,96,903.16,2,6,48,0.21,1060,25,1323.59
127,15,3711.23,11,8,31,0.03,1604,30,2773.27
68,20,2582.43,7,1,27,0.23,3138,39,1098.17
66,81,5038.71,6,5,47,0.17,3522,17,1660.42
32,99,8605.81,13,5,46,0.11,3004,16,1623.11
136,11,3181.6,6,9,42,0.07,5768,28,3123.59
72,83,5739.45,8,4,10,0.22,2520,35,5370.94
102,26,9395.38,3,2,49,0.09,2770,21,2733.91
236,98,274.54,2,6,44,0.29,1452,33,3382.38
325,77,4858.67,7,4,59,0.14,7093,37,1181.54
257,23,3689.28,10,7,25,0.15,3895,5,581.74
162,81,2106.05,9,3,33,0.06,7709,33,4497.55
321,89,3020.64,7,1,34,0.08,4936,25,732.45
81,76,5869.78,6,1,11,0.07,6377,17,2882.23
163,40,5295.94,9,8,54,0.23,946,13,2336.41
81,56,7394.5,1,2,40,0.02,7612,38,4465.16
111,38,7766.31,7,9,12,0.0,1788,29,2824.6
281,15,6472.92,13,1,49,0.06,6109,38,4972.22
328,95,2924.14,5,6,6,0.0,2982,34,4025.37
164,6,9212.92,5,6,31,0.06,6027,34,1562.83
65,92,2126.38,1,6,25,0.26,7003,21,1063.1
37,90,2366.26,1,1,48,0.2,4710,26,1281.74
32,73,2228.08,6,6,35,0.05,4752,9,554.21
26,55,925.73,7,2,57,0.07,2514,13,409.34
224,49,2127.69,3,9,18,0.1,1744,22,1594.7
51,59,3405.05,3,5,6,0.15,1633,14,1887.46
301,47,2171.2,5,4,2,0.17,7140,9,850.71
100,15,1988.61,5,4,29,0.07,5771,37,4672.4
143,88,9520.96,5,9,58,0.18,9820,11,1152.11
347,38,6099.7,4,8,33,0.28,9653,15,1159.51
140,23,9307.22,14,4,58,0.11,6820,5,845.77
169,67,7846.77,6,6,7,0.11,3759,16,748.71
240,91,3150.27,4,6,6,0.07,6517,39,6320.04
249,87,7557.07,10,6,36,0.28,925,8,377.67
331,53,7246.54,9,4,21,0.02,429,27,1675.46
83,55,3027.04,2,4,49,0.29,7562,14,1645.65
89,23,3819.44,7,1,45,0.1,2667,16,1363.49
98,61,2699.84,13,5,7,0.27,6764,38,7472.77
53,65,9049.65,13,5,45,0.29,1380,29,590.77
47,3,901.76,14,6,2,0.14,2527,35,2656.39
242,24,4362.24,2,5,55,0.14,6296,22,3899.72
119,66,9328.48,6,8,46,0.01,5044,0,0.0
243,38,2947.96,1,4,6,0.04,3483,5,627.93
294,70,7564.03,14,9,21,0.3,9844,34,1892.13
174,93,4966.89,1,1,35,0.23,2133,20,3752.01
210,66,4326.53,8,6,50,0.3,441,24,1575.12
71,25,268.56,2,9,18,0.04,4375,8,292.64
219,67,7441.43,10,3,28,0.26,6883,21,2046.78
202,94,9028.03,4,2,39,0.28,5421,21,2593.27
348,51,2089.42,2,6,4,0.11,3690,31,5994.51
346,13,481.29,7,2,1,0.13,460,25,2016.64
175,13,9390.67,5,3,31,0.22,1437,38,5732.29
79,35,6852.91,1,2,57,0.02,6777,27,1675.18
315,59,6812.0,6,9,46,0.12,2458,28,4803.87
158,19,5783.63,8,8,43,0.18,9127,16,935.59
57,13,3445.04,11,5,45,0.08,9537,12,1972.06
327,73,7601.06,11,2,29,0.29,2314,8,393.69
360,86,559.09,10,1,6,0.1,8800,21,721.07
341,86,5896.91,6,4,45,0.16,622,8,261.95
203,3,6312.66,2,1,1,0.23,2637,14,418.0
113,65,8382.09,5,6,18,0.22,9903,29,3478.89
236,31,5340.37,11,6,20,0.29,6852,2,104.15
175,96,7089.42,3,1,38,0.13,1797,37,1617.98
248,40,6124.4,1,5,34,0.07,1337,32,2029.26
223,9,1835.69,13,4,52,0.13,6833,5,538.78
152,47,7914.51,6,6,36,0.2,6645,24,807.66
159,41,6861.04,6,9,47,0.1,9965,2,191.19
19,48,9760.49,6,5,10,0.13,5688,25,4020.35
89,7,6438.57,8,8,35,0.09,4827,33,3717.83
107,17,7913.25,1,9,22,0.09,3421,18,2762.42
200,68,2026.88,13,7,20,0.15,2834,33,871.15
103,44,7805.17,9,7,28,0.15,6065,33,4092.99
313,96,1882.89,13,4,20,0.16,6801,20,1807.07
176,59,1241.83,1,3,56,0.17,2181,36,5405.9
286,22,5188.73,14,7,5,0.08,5037,0,0.0
153,58,1310.6,1,7,17,0.24,8189,3,225.04
258,52,9847.67,4,3,27,0.11,9137,13,1573.02
70,65,7099.24,3,5,43,0.16,8950,5,354.94
258,87,1750.69,11,4,25,0.0,2299,27,1386.38
275,55,4928.16,11,3,51,0.11,3451,24,1241.09
13,39,5028.87,1,4,46,0.1,4066,1,65.4
334,99,7220.22,7,1,49,0.0,252,0,0.0
99,98,7074.72,7,3,39,0.15,380,16,1186.43
248,57,6660.1,14,5,29,0.15,9890,2,85.13
157,89,649.34,7,5,46,0.22,1417,5,236.42
20,61,9726.04,9,7,23,0.24,7918,13,358.1
147,96,2505.26,7,5,39,0.07,9518,37,848.43
237,78,8549.0,9,5,18,0.22,2138,30,4066.45
8,61,2696.13,12,1,48,0.2,8305,10,1413.8
363,42,6063.36,6,2,52,0.17,2236,20,3734.34
7,61,2633.91,5,4,31,0.23,4134,33,4466.33
90,83,5806.2,11,2,22,0.24,9663,34,1052.09
127,24,4454.61,5,3,7,0.19,8040,5,836.0
63,23,8185.38,8,4,39,0.29,4869,10,1162.63
358,31,8423.83,7,1,10,0.22,8888,15,1140.86
3,76,3189.18,7,3,6,0.16,9994,5,258.67
51,26,6794.73,10,2,19,0.0,5793,21,1314.16
135,40,2151.6,1,3,34,0.14,2864,26,2687.51
25,2,6008.88,8,5,43,0.09,7867,2,228.63
125,32,2949.69,9,6,10,0.28,9426,36,3488.38
160,92,2752.22,13,4,16,0.01,9794,33,3825.54
77,79,8512.89,10,1,4,0.2,7266,35,5854.1
86,46,674.59,6,2,50,0.29,870,24,1321.92
124,36,4282.98,5,8,58,0.06,6865,29,2752.25
28,89,1805.24,13,3,29,0.06,907,31,3797.77
80,91,3973.49,1,2,54,0.09,4007,35,3416.54
240,40,8043.0,1,7,14,0.18,49,24,1571.52
245,70,4434.18,10,3,15,0.06,3266,19,1713.56
319,97,8712.15,6,7,33,0.26,9534,14,914.13
67,82,9397.89,8,1,8,0.01,843,34,4851.56
268,12,7194.94,7,1,40,0.15,1976,7,1112.7
199,76,4566.15,6,2,49,0.02,9070,39,4728.56
183,12,3252.65,9,1,59,0.14,7301,11,762.77
6,27,8233.85,3,7,13,0.05,7151,9,594.58
216,47,5417.49,13,6,42,0.05,105,24,1413.64
309,37,4524.1,1,8,16,0.22,6933,39,6650.25
69,14,8842.54,1,1,43,0.21,8176,19,611.28
135,72,666.39,11,9,18,0.1,1909,16,2216.69
2,42,8556.39,8,9,6,0.21,2328,34,808.69
172,43,3910.0,9,2,29,0.01,6111,5,177.3
153,40,7195.87,11,8,36,0.22,2123,4,337.41
167,34,4762.82,14,2,30,0.01,2798,30,982.76
227,45,2578.06,12,7,45,0.02,1639,17,2761.01
292,45,4543.74,1,1,45,0.11,7286,29,3546.99
296,94,3780.78,6,9,28,0.18,1937,29,2371.57
187,89,8011.79,11,5,22,0.16,2624,16,2251.17
322,34,7109.83,2,3,3,0.0,4812,7,479.74
340,20,8728.1,12,1,9,0.02,3534,20,3487.81
196,44,9939.94,10,6,31,0.27,2974,36,1845.45
329,45,5824.13,4,4,36,0.06,2335,21,3900.11
213,67,4200.64,3,3,20,0.23,908,35,6943.15
48,32,3120.38,8,9,44,0.13,7806,6,1056.58
91,59,9831.6,10,1,55,0.14,2468,32,4278.35
96,37,6884.64,8,8,14,0.29,4963,38,4443.43
85,2,2473.4,11,5,58,0.29,8570,23,1737.72
75,47,8674.78,1,1,24,0.07,6220,22,2174.16
93,27,9179.13,9,7,13,0.11,3712,16,2325.69
273,69,7638.07,11,2,10,0.22,5035,26,3630.24
287,74,186.46,8,8,52,0.09,8171,38,1028.14
309,64,4786.65,12,1,3,0.06,1069,0,0.0
198,74,6497.75,7,3,51,0.02,8671,16,2729.55
288,38,2639.41,8,4,55,0.22,7332,7,491.86
258,69,9832.5,4,9,48,0.28,7617,11,1128.47
202,42,5958.14,10,5,12,0.24,5040,19,1982.37
69,91,7749.1,11,3,5,0.1,3997,1,190.36
348,66,8238.19,14,6,6,0.09,9673,1,193.42
186,69,884.06,12,3,37,0.06,9637,1,64.63
108,83,2456.25,7,9,1,0.13,2237,15,2869.03
15,54,5679.02,9,7,40,0.19,1050,27,4063.96
255,86,7990.17,9,2,24,0.04,6653,2,267.64
33,89,6070.29,7,1,57,0.03,3486,18,2694.64
305,63,9102.08,9,6,47,0.23,596,16,1638.8
126,48,7443.73,3,1,39,0.26,2359,24,2387.42
149,5,3171.7,4,6,51,0.19,7717,21,2270.73
284,38,4433.69,12,1,52,0.04,6941,18,3041.66
269,28,2003.32,6,7,54,0.16,7037,8,748.03
308,41,644.63,11,6,26,0.14,5956,24,3083.12
36,57,8107.02,4,3,21,0.24,8091,6,511.8
251,51,7939.45,6,9,55,0.14,5657,24,3854.85
229,74,7573.5,6,5,57,0.12,5548,27,4967.25
18,26,428.3,2,3,54,0.1,922,13,1738.87
197,82,3031.64,1,8,9,0.1,3284,18,1185.62
218,20,5398.24,6,2,41,0.1,8486,6,161.2
215,85,3477.1,10,4,8,0.29,9281,13,2309.13
176,12,1022.02,7,5,35,0.26,1813,1,142.62
328,4,6661.74,5,9,10,0.26,6254,10,216.87
162,62,183.11,3,2,32,0.05,8595,33,6206.15
203,66,9658.24,12,7,38,0.28,2513,38,4979.58
306,63,5943.08,2,5,16,0.01,1030,11,825.39
116,69,3977.91,8,5,35,0.22,1417,38,3775.22
295,50,5226.38,6,1,5,0.15,9443,12,1308.99
77,28,7148.05,1,7,27,0.07,9507,14,2083.44
143,96,4989.9,4,7,3,0.07,5455,26,4902.9
145,38,9984.88,13,1,43,0.12,6600,38,4485.49
275,20,3801.07,4,1,49,0.25,715,19,779.58
362,22,9166.85,7,6,21,0.29,2822,27,3941.44
253,92,2129.64,2,4,59,0.17,9742,20,2260.16
328,1,9719.96,1,4,5,0.08,5793,0,0.0
240,84,9344.87,3,4,11,0.01,3220,19,3362.29
283,92,5910.34,12,3,6,0.07,3877,31,704.03
233,75,3882.41,9,6,58,0.08,563,22,1971.06
329,43,6102.52,9,6,19,0.03,3479,2,373.02
277,6,2329.21,11,3,40,0.26,1282,5,416.38
169,27,3773.25,10,6,2,0.19,7491,5,804.26
302,19,4333.0,3,3,12,0.11,9138,19,3183.76
14,8,8671.19,14,1,2,0.2,7648,0,0.0
325,52,7400.06,12,6,16,0.29,899,32,4244.1
201,6,602.25,14,6,3,0.1,3337,36,3118.56
248,44,2385.24,3,8,52,0.04,1016,11,1655.22
185,47,8135.46,5,5,30,0.25,7693,24,4312.29
163,66,3503.72,11,4,6,0.16,3852,28,643.83
127,20,5559.15,8,4,24,0.07,4295,39,1325.32
94,86,1734.5,2,8,20,0.08,7415,2,357.85
179,61,269.08,12,4,20,0.25,332,22,4007.04
164,54,5110.56,7,5,28,0.09,5244,30,4221.54
112,77,3409.51,11,8,4,0.26,8131,37,1030.58
50,59,5293.94,7,3,15,0.08,9836,29,3156.69
126,1,7858.57,5,2,4,0.06,980,18,3259.2
318,96,7260.07,10,9,45,0.25,6632,16,940.95
8,82,1717.95,2,8,30,0.22,1974,27,3123.84
2,94,7482.31,13,8,25,0.07,6655,6,565.29
252,68,878.34,14,7,21,0.29,659,39,3001.18
217,50,6488.14,4,1,3,0.05,867,6,126.32
169,69,978.64,6,6,2,0.09,3580,7,425.22
154,84,9665.42,5,9,56,0.14,348,26,4182.94
133,71,6903.48,10,3,22,0.18,7011,5,832.9
145,78,4997.39,3,6,44,0.13,310,27,4869.68
226,52,6082.56,11,9,32,0.2,7863,6,919.99
344,71,4783.04,4,2,53,0.29,545,22,2351.18
328,58,7570.93,1,5,19,0.16,8994,30,5625.97
229,9,9450.76,6,9,43,0.01,1404,15,1705.84
100,36,923.59,11,5,22,0.21,4852,37,4189.19
243,58,3163.62,2,9,25,0.25,5632,24,3301.36
10,61,2360.28,8,5,10,0.15,1394,17,1756.46
292,64,8308.0,7,1,10,0.22,6830,12,2056.12
81,81,2459.95,14,3,44,0.26,131,17,1388.3
259,3,6113.2,3,9,14,0.21,5645,35,3127.93
4,44,6240.51,14,6,28,0.24,6719,16,1893.55
176,33,1906.23,4,2,7,0.23,5035,21,572.43
36,64,2230.69,13,9,12,0.2,8522,11,940.74
218,5,1943.63,2,6,10,0.28,5970,0,0.0
112,29,3425.88,5,5,19,0.1,1346,22,1602.68
178,76,7040.83,6,6,36,0.29,2270,3,169.29
164,60,4600.63,4,1,47,0.01,9246,13,1708.29
180,96,4970.17,4,1,55,0.04,323,27,2591.26
145,6,5168.93,6,9,11,0.1,7741,3,306.62
223,53,5881.61,5,5,28,0.03,514,22,2643.29
357,71,6302.83,5,8,24,0.22,8401,6,1152.08
28,77,6108.27,9,1,24,0.1,5018,1,104.08
104,26,435.72,9,6,22,0.19,4714,15,2724.85
34,70,5970.72,13,4,54,0.24,2181,12,1243.01
75,72,9338.24,3,8,7,0.16,2118,28,1880.45
283,79,1608.55,6,4,2,0.01,7596,14,2584.35
102,11,3597.93,11,8,21,0.2,9790,2,176.26
62,54,239.02,11,3,12,0.02,5932,27,3520.49
233,10,2290.5,3,6,28,0.26,6540,0,0.0
294,41,4033.91,4,4,25,0.09,4353,2,187.63
348,41,5148.2,9,8,30,0.06,2972,26,5137.71
339,44,8437.94,13,7,49,0.07,829,5,385.22
223,6,1667.95,8,2,35,0.18,9793,33,2119.48
109,28,745.58,6,6,44,0.29,3954,24,4795.41
99,2,1067.43,5,7,34,0.16,7011,32,5431.02
205,30,1063.96,11,3,54,0.27,9971,22,3694.37
195,87,5704.02,1,1,35,0.28,7178,34,1452.01
233,18,1293.9,13,7,8,0.18,6246,16,1701.6
133,67,2531.62,13,2,59,0.19,9758,18,2163.03
40,16,1397.35,14,9,47,0.19,1524,39,2773.66
281,25,3506.34,10,2,3,0.16,3509,37,1725.73
278,37,7499.97,8,2,57,0.05,6681,12,297.0
201,70,4148.38,6,7,30,0.15,9288,24,4628.9
222,6,5083.47,10,6,31,0.27,6363,32,1406.59
125,51,7148.74,13,2,9,0.19,2500,30,3089.57
65,4,9881.94,10,5,16,0.2,9615,3,107.13
167,42,1024.26,12,8,48,0.14,1420,21,2936.32
33,79,8475.53,9,4,21,0.24,142,39,7438.69
258,16,5698.32,5,3,58,0.27,8758,13,2420.05
316,83,4035.65,7,3,22,0.09,6122,8,207.37
298,67,7004.45,6,3,37,0.22,1877,34,4629.21
19,61,3265.43,6,2,4,0.01,1746,10,230.5
19,50,6110.38,4,4,5,0.16,7461,29,1867.82
74,66,1598.77,10,8,5,0.28,8141,35,1702.46
59,37,373.97,2,1,51,0.12,7049,0,0.0
303,15,485.8,5,7,2,0.08,4649,1,70.58
153,65,7424.35,6,3,54,0.15,3847,17,2281.92
25,10,180.93,1,1,3,0.14,5955,11,526.58
313,93,7716.46,13,8,12,0.05,8687,7,1040.0
270,4,9771.94,2,4,26,0.16,565,33,4809.37
344,82,7722.76,14,2,30,0.17,3460,16,2323.11
298,89,3019.31,12,1,29,0.03,1176,8,209.15
169,71,9891.19,2,4,35,0.14,5261,4,543.46
340,28,334.32,1,1,13,0.21,9681,8,1113.15
237,4,2015.01,11,5,9,0.1,2663,5,332.83
339,88,6401.96,10,3,42,0.14,633,1,174.92
231,13,2022.24,10,4,23,0.18,9545,1,164.82
